Category,Sub Category,Sub Heading,Service,Service Title,Service Sub Title,gender,Short Description,Products,Approx Time,Service Cost,Product Cost,Basic Total Cost,description
Laser Treatments,Laser Hair Reduction,Super Saver Packages,Full Body Laser Hair Reduction - 1 Session,Full Body Laser Hair Reduction,,FEMALE,"80%- 90% reduction in hair growth over 6 or more sessions depending on your body, medical history and hormones.","ODR Cleansing Milk,Razors,ECG Gel",180,5400,2081,7481,"[{""title"":""Procedure"",""points"":[""Marking: Area is marked with pencil."",""Cleansing  Shaving: Area is cleansed followed by shaving."",""Marking: Area is marked again followed by ECG Gel application."",""Laser Shots: Laser shots are given on the targetted area."",""Wiping  Treatment: Target area is wiped with a wet tissue followed by post laser ointment  sunscreen application.""]},{""title"":""Why Laser Hair Reduction"",""points"":[""80%-90% hair growth reduction over time."",""Reduces skin irritation and allergic reactions associated with traditional hair removal methods."",""Painless hair removal method"",""Long term results in comparision to traditional hair removal methods.""]},{""title"":""Precautions"",""points"":[""If you have a tattoo, cover the area before starting the process."",""Avoid treatment on Vitiligo affected areas."",""In case of metal implants, use gauze or avoid treatment on the area."",""Avoid treatment on henna-stained skin."",""Avoid taking this treatment if you\u0027re pregnant."",""Avoid this treatment if you\u0027re lactating, during the first 6 months."",""Avoid lasers on active acne."",""Avoid laser treatment on birthmarks."",""Avoid laser treatments on areas with moles or warts."",""Avoid laser treatments on deep pigmentation spots."",""Avoid laser treatments in case of heart disease.""]},{""title"":""Post Care"",""points"":[""Wear loose clothes for 3-4 days."",""Avoid direct sun for 3-4 days."",""Use only normal or lukewarm water for 24 hours. "",""Apply a moisturizer twice a day for 2 weeks."",""Avoid alcohol consumption and smoking for 24 hours."",""Avoid steam bath  swimming for 24 hours."",""Avoid scrubbing your skin for a week."",""Use cold compress  fucibet cream in case of redness or itching.""]}]"
Laser Treatments,Laser Hair Reduction,Super Saver Packages,Full Arms Laser Hair Reduction - 1 Session,Full Arms Laser Hair Reduction,,FEMALE,"80%- 90% reduction in hair growth over 6 or more sessions depending on your body, medical history and hormones.","ODR Cleansing Milk,Razors,ECG Gel",60,1800,539,2339,"[{""title"":""Procedure"",""points"":[""Marking: Area is marked with pencil."",""Cleansing  Shaving: Area is cleansed followed by shaving."",""Marking: Area is marked again followed by ECG Gel application."",""Laser Shots: Laser shots are given on the targetted area."",""Wiping  Treatment: Target area is wiped with a wet tissue followed by post laser ointment  sunscreen application.""]},{""title"":""Why Laser Hair Reduction"",""points"":[""80%-90% hair growth reduction over time."",""Reduces skin irritation and allergic reactions associated with traditional hair removal methods."",""Painless hair removal method"",""Long term results in comparision to traditional hair removal methods.""]},{""title"":""Precautions"",""points"":[""If you have a tattoo, cover the area before starting the process."",""Avoid treatment on Vitiligo affected areas."",""In case of metal implants, use gauze or avoid treatment on the area."",""Avoid treatment on henna-stained skin."",""Avoid taking this treatment if you\u0027re pregnant."",""Avoid this treatment if you\u0027re lactating, during the first 6 months."",""Avoid lasers on active acne."",""Avoid laser treatment on birthmarks."",""Avoid laser treatments on areas with moles or warts."",""Avoid laser treatments on deep pigmentation spots."",""Avoid laser treatments in case of heart disease.""]},{""title"":""Post Care"",""points"":[""Wear loose clothes for 3-4 days."",""Avoid direct sun for 3-4 days."",""Use only normal or lukewarm water for 24 hours. "",""Apply a moisturizer twice a day for 2 weeks."",""Avoid alcohol consumption and smoking for 24 hours."",""Avoid steam bath  swimming for 24 hours."",""Avoid scrubbing your skin for a week."",""Use cold compress  fucibet cream in case of redness or itching.""]}]"
Laser Treatments,Laser Hair Reduction,Super Saver Packages,Half Arms Laser Hair Reduction - 1 Session,Half Arms Laser Hair Reduction,,FEMALE,"80%- 90% reduction in hair growth over 6 or more sessions depending on your body, medical history and hormones.","Razors,ODR Cleansing Milk,ECG Gel",45,1350,270,1620,"[{""title"":""Procedure"",""points"":[""Marking: Area is marked with pencil."",""Cleansing  Shaving: Area is cleansed followed by shaving."",""Marking: Area is marked again followed by ECG Gel application."",""Laser Shots: Laser shots are given on the targetted area."",""Wiping  Treatment: Target area is wiped with a wet tissue followed by post laser ointment  sunscreen application.""]},{""title"":""Why Laser Hair Reduction"",""points"":[""80%-90% hair growth reduction over time."",""Reduces skin irritation and allergic reactions associated with traditional hair removal methods."",""Painless hair removal method"",""Long term results in comparision to traditional hair removal methods.""]},{""title"":""Precautions"",""points"":[""If you have a tattoo, cover the area before starting the process."",""Avoid treatment on Vitiligo affected areas."",""In case of metal implants, use gauze or avoid treatment on the area."",""Avoid treatment on henna-stained skin."",""Avoid taking this treatment if you\u0027re pregnant."",""Avoid this treatment if you\u0027re lactating, during the first 6 months."",""Avoid lasers on active acne."",""Avoid laser treatment on birthmarks."",""Avoid laser treatments on areas with moles or warts."",""Avoid laser treatments on deep pigmentation spots."",""Avoid laser treatments in case of heart disease.""]},{""title"":""Post Care"",""points"":[""Wear loose clothes for 3-4 days."",""Avoid direct sun for 3-4 days."",""Use only normal or lukewarm water for 24 hours. "",""Apply a moisturizer twice a day for 2 weeks."",""Avoid alcohol consumption and smoking for 24 hours."",""Avoid steam bath  swimming for 24 hours."",""Avoid scrubbing your skin for a week."",""Use cold compress  fucibet cream in case of redness or itching.""]}]"
Laser Treatments,Laser Hair Reduction,Super Saver Packages,Full Legs Laser Hair Reduction - 1 Session,Full Legs Laser Hair Reduction,,FEMALE,"80%- 90% reduction in hair growth over 6 or more sessions depending on your body, medical history and hormones.","Razors,ECG Gel,ODR Cleansing Milk",60,1800,1028,2828,"[{""title"":""Procedure"",""points"":[""Marking: Area is marked with pencil."",""Cleansing  Shaving: Area is cleansed followed by shaving."",""Marking: Area is marked again followed by ECG Gel application."",""Laser Shots: Laser shots are given on the targetted area."",""Wiping  Treatment: Target area is wiped with a wet tissue followed by post laser ointment  sunscreen application.""]},{""title"":""Why Laser Hair Reduction"",""points"":[""80%-90% hair growth reduction over time."",""Reduces skin irritation and allergic reactions associated with traditional hair removal methods."",""Painless hair removal method"",""Long term results in comparision to traditional hair removal methods.""]},{""title"":""Precautions"",""points"":[""If you have a tattoo, cover the area before starting the process."",""Avoid treatment on Vitiligo affected areas."",""In case of metal implants, use gauze or avoid treatment on the area."",""Avoid treatment on henna-stained skin."",""Avoid taking this treatment if you\u0027re pregnant."",""Avoid this treatment if you\u0027re lactating, during the first 6 months."",""Avoid lasers on active acne."",""Avoid laser treatment on birthmarks."",""Avoid laser treatments on areas with moles or warts."",""Avoid laser treatments on deep pigmentation spots."",""Avoid laser treatments in case of heart disease.""]},{""title"":""Post Care"",""points"":[""Wear loose clothes for 3-4 days."",""Avoid direct sun for 3-4 days."",""Use only normal or lukewarm water for 24 hours. "",""Apply a moisturizer twice a day for 2 weeks."",""Avoid alcohol consumption and smoking for 24 hours."",""Avoid steam bath  swimming for 24 hours."",""Avoid scrubbing your skin for a week."",""Use cold compress  fucibet cream in case of redness or itching.""]}]"
Laser Treatments,Laser Hair Reduction,Super Saver Packages,Half Legs Laser Hair Reduction - 1 Session,Half Legs Laser Hair Reduction,,FEMALE,"80%- 90% reduction in hair growth over 6 or more sessions depending on your body, medical history and hormones.","Razors,ODR Cleansing Milk,ECG Gel",45,1350,514,1864,"[{""title"":""Procedure"",""points"":[""Marking: Area is marked with pencil."",""Cleansing  Shaving: Area is cleansed followed by shaving."",""Marking: Area is marked again followed by ECG Gel application."",""Laser Shots: Laser shots are given on the targetted area."",""Wiping  Treatment: Target area is wiped with a wet tissue followed by post laser ointment  sunscreen application.""]},{""title"":""Why Laser Hair Reduction"",""points"":[""80%-90% hair growth reduction over time."",""Reduces skin irritation and allergic reactions associated with traditional hair removal methods."",""Painless hair removal method"",""Long term results in comparision to traditional hair removal methods.""]},{""title"":""Precautions"",""points"":[""If you have a tattoo, cover the area before starting the process."",""Avoid treatment on Vitiligo affected areas."",""In case of metal implants, use gauze or avoid treatment on the area."",""Avoid treatment on henna-stained skin."",""Avoid taking this treatment if you\u0027re pregnant."",""Avoid this treatment if you\u0027re lactating, during the first 6 months."",""Avoid lasers on active acne."",""Avoid laser treatment on birthmarks."",""Avoid laser treatments on areas with moles or warts."",""Avoid laser treatments on deep pigmentation spots."",""Avoid laser treatments in case of heart disease.""]},{""title"":""Post Care"",""points"":[""Wear loose clothes for 3-4 days."",""Avoid direct sun for 3-4 days."",""Use only normal or lukewarm water for 24 hours. "",""Apply a moisturizer twice a day for 2 weeks."",""Avoid alcohol consumption and smoking for 24 hours."",""Avoid steam bath  swimming for 24 hours."",""Avoid scrubbing your skin for a week."",""Use cold compress  fucibet cream in case of redness or itching.""]}]"
Laser Treatments,Laser Hair Reduction,Super Saver Packages,Full Front Laser Hair Reduction - 1 Session,Full Front Laser Hair Reduction,,FEMALE,"80%- 90% reduction in hair growth over 6 or more sessions depending on your body, medical history and hormones.","ODR Cleansing Milk,Razors,ECG Gel",45,1350,1003,2353,"[{""title"":""Procedure"",""points"":[""Marking: Area is marked with pencil."",""Cleansing  Shaving: Area is cleansed followed by shaving."",""Marking: Area is marked again followed by ECG Gel application."",""Laser Shots: Laser shots are given on the targetted area."",""Wiping  Treatment: Target area is wiped with a wet tissue followed by post laser ointment  sunscreen application.""]},{""title"":""Why Laser Hair Reduction"",""points"":[""80%-90% hair growth reduction over time."",""Reduces skin irritation and allergic reactions associated with traditional hair removal methods."",""Painless hair removal method"",""Long term results in comparision to traditional hair removal methods.""]},{""title"":""Precautions"",""points"":[""If you have a tattoo, cover the area before starting the process."",""Avoid treatment on Vitiligo affected areas."",""In case of metal implants, use gauze or avoid treatment on the area."",""Avoid treatment on henna-stained skin."",""Avoid taking this treatment if you\u0027re pregnant."",""Avoid this treatment if you\u0027re lactating, during the first 6 months."",""Avoid lasers on active acne."",""Avoid laser treatment on birthmarks."",""Avoid laser treatments on areas with moles or warts."",""Avoid laser treatments on deep pigmentation spots."",""Avoid laser treatments in case of heart disease.""]},{""title"":""Post Care"",""points"":[""Wear loose clothes for 3-4 days."",""Avoid direct sun for 3-4 days."",""Use only normal or lukewarm water for 24 hours. "",""Apply a moisturizer twice a day for 2 weeks."",""Avoid alcohol consumption and smoking for 24 hours."",""Avoid steam bath  swimming for 24 hours."",""Avoid scrubbing your skin for a week."",""Use cold compress  fucibet cream in case of redness or itching.""]}]"
Laser Treatments,Laser Hair Reduction,Super Saver Packages,Half Front Laser Hair Reduction,Half Front Laser Hair Reduction,,FEMALE,"80%- 90% reduction in hair growth over 6 or more sessions depending on your body, medical history and hormones.","ECG Gel,ODR Cleansing Milk,Razors",60,1800,514,2314,"[{""title"":""Procedure"",""points"":[""Marking: Area is marked with pencil."",""Cleansing  Shaving: Area is cleansed followed by shaving."",""Marking: Area is marked again followed by ECG Gel application."",""Laser Shots: Laser shots are given on the targetted area."",""Wiping  Treatment: Target area is wiped with a wet tissue followed by post laser ointment  sunscreen application.""]},{""title"":""Why Laser Hair Reduction"",""points"":[""80%-90% hair growth reduction over time."",""Reduces skin irritation and allergic reactions associated with traditional hair removal methods."",""Painless hair removal method"",""Long term results in comparision to traditional hair removal methods.""]},{""title"":""Precautions"",""points"":[""If you have a tattoo, cover the area before starting the process."",""Avoid treatment on Vitiligo affected areas."",""In case of metal implants, use gauze or avoid treatment on the area."",""Avoid treatment on henna-stained skin."",""Avoid taking this treatment if you\u0027re pregnant."",""Avoid this treatment if you\u0027re lactating, during the first 6 months."",""Avoid lasers on active acne."",""Avoid laser treatment on birthmarks."",""Avoid laser treatments on areas with moles or warts."",""Avoid laser treatments on deep pigmentation spots."",""Avoid laser treatments in case of heart disease.""]},{""title"":""Post Care"",""points"":[""Wear loose clothes for 3-4 days."",""Avoid direct sun for 3-4 days."",""Use only normal or lukewarm water for 24 hours. "",""Apply a moisturizer twice a day for 2 weeks."",""Avoid alcohol consumption and smoking for 24 hours."",""Avoid steam bath  swimming for 24 hours."",""Avoid scrubbing your skin for a week."",""Use cold compress  fucibet cream in case of redness or itching.""]}]"
Laser Treatments,Laser Hair Reduction,Super Saver Packages,Full Back laser Hair Reduction - 1 Session,Full Back laser Hair Reduction,,FEMALE,"80%- 90% reduction in hair growth over 6 or more sessions depending on your body, medical history and hormones.","Razors,ODR Cleansing Milk,ECG Gel",50,1500,1003,2503,"[{""title"":""Procedure"",""points"":[""Marking: Area is marked with pencil."",""Cleansing  Shaving: Area is cleansed followed by shaving."",""Marking: Area is marked again followed by ECG Gel application."",""Laser Shots: Laser shots are given on the targetted area."",""Wiping  Treatment: Target area is wiped with a wet tissue followed by post laser ointment  sunscreen application.""]},{""title"":""Why Laser Hair Reduction"",""points"":[""80%-90% hair growth reduction over time."",""Reduces skin irritation and allergic reactions associated with traditional hair removal methods."",""Painless hair removal method"",""Long term results in comparision to traditional hair removal methods.""]},{""title"":""Precautions"",""points"":[""If you have a tattoo, cover the area before starting the process."",""Avoid treatment on Vitiligo affected areas."",""In case of metal implants, use gauze or avoid treatment on the area."",""Avoid treatment on henna-stained skin."",""Avoid taking this treatment if you\u0027re pregnant."",""Avoid this treatment if you\u0027re lactating, during the first 6 months."",""Avoid lasers on active acne."",""Avoid laser treatment on birthmarks."",""Avoid laser treatments on areas with moles or warts."",""Avoid laser treatments on deep pigmentation spots."",""Avoid laser treatments in case of heart disease.""]},{""title"":""Post Care"",""points"":[""Wear loose clothes for 3-4 days."",""Avoid direct sun for 3-4 days."",""Use only normal or lukewarm water for 24 hours. "",""Apply a moisturizer twice a day for 2 weeks."",""Avoid alcohol consumption and smoking for 24 hours."",""Avoid steam bath  swimming for 24 hours."",""Avoid scrubbing your skin for a week."",""Use cold compress  fucibet cream in case of redness or itching.""]}]"
Laser Treatments,Laser Hair Reduction,Super Saver Packages,Half Back Laser Hair Reduction,Half Back Laser Hair Reduction,,FEMALE,"80%- 90% reduction in hair growth over 6 or more sessions depending on your body, medical history and hormones.","ODR Cleansing Milk,Razors,ECG Gel",60,1800,514,2314,"[{""title"":""Procedure"",""points"":[""Marking: Area is marked with pencil."",""Cleansing  Shaving: Area is cleansed followed by shaving."",""Marking: Area is marked again followed by ECG Gel application."",""Laser Shots: Laser shots are given on the targetted area."",""Wiping  Treatment: Target area is wiped with a wet tissue followed by post laser ointment  sunscreen application.""]},{""title"":""Why Laser Hair Reduction"",""points"":[""80%-90% hair growth reduction over time."",""Reduces skin irritation and allergic reactions associated with traditional hair removal methods."",""Painless hair removal method"",""Long term results in comparision to traditional hair removal methods.""]},{""title"":""Precautions"",""points"":[""If you have a tattoo, cover the area before starting the process."",""Avoid treatment on Vitiligo affected areas."",""In case of metal implants, use gauze or avoid treatment on the area."",""Avoid treatment on henna-stained skin."",""Avoid taking this treatment if you\u0027re pregnant."",""Avoid this treatment if you\u0027re lactating, during the first 6 months."",""Avoid lasers on active acne."",""Avoid laser treatment on birthmarks."",""Avoid laser treatments on areas with moles or warts."",""Avoid laser treatments on deep pigmentation spots."",""Avoid laser treatments in case of heart disease.""]},{""title"":""Post Care"",""points"":[""Wear loose clothes for 3-4 days."",""Avoid direct sun for 3-4 days."",""Use only normal or lukewarm water for 24 hours. "",""Apply a moisturizer twice a day for 2 weeks."",""Avoid alcohol consumption and smoking for 24 hours."",""Avoid steam bath  swimming for 24 hours."",""Avoid scrubbing your skin for a week."",""Use cold compress  fucibet cream in case of redness or itching.""]}]"
Laser Treatments,Laser Hair Reduction,Super Saver Packages,Bikini Line Laser Hair Reduction - 1 Session,Bikini Line Laser Hair Reduction,,FEMALE,"80%- 90% reduction in hair growth over 6 or more sessions depending on your body, medical history and hormones.","Razors,ODR Cleansing Milk,ECG Gel",45,1350,270,1620,"[{""title"":""Procedure"",""points"":[""Marking: Area is marked with pencil."",""Cleansing  Shaving: Area is cleansed followed by shaving."",""Marking: Area is marked again followed by ECG Gel application."",""Laser Shots: Laser shots are given on the targetted area."",""Wiping  Treatment: Target area is wiped with a wet tissue followed by post laser ointment  sunscreen application.""]},{""title"":""Why Laser Hair Reduction"",""points"":[""80%-90% hair growth reduction over time."",""Reduces skin irritation and allergic reactions associated with traditional hair removal methods."",""Painless hair removal method"",""Long term results in comparision to traditional hair removal methods.""]},{""title"":""Precautions"",""points"":[""If you have a tattoo, cover the area before starting the process."",""Avoid treatment on Vitiligo affected areas."",""In case of metal implants, use gauze or avoid treatment on the area."",""Avoid treatment on henna-stained skin."",""Avoid taking this treatment if you\u0027re pregnant."",""Avoid this treatment if you\u0027re lactating, during the first 6 months."",""Avoid lasers on active acne."",""Avoid laser treatment on birthmarks."",""Avoid laser treatments on areas with moles or warts."",""Avoid laser treatments on deep pigmentation spots."",""Avoid laser treatments in case of heart disease.""]},{""title"":""Post Care"",""points"":[""Wear loose clothes for 3-4 days."",""Avoid direct sun for 3-4 days."",""Use only normal or lukewarm water for 24 hours. "",""Apply a moisturizer twice a day for 2 weeks."",""Avoid alcohol consumption and smoking for 24 hours."",""Avoid steam bath  swimming for 24 hours."",""Avoid scrubbing your skin for a week."",""Use cold compress  fucibet cream in case of redness or itching.""]}]"
Laser Treatments,Laser Hair Reduction,Super Saver Packages,Full Face Laser Hair Reduction - 1 Session,Full Face Laser Hair Reduction,,FEMALE,"80%- 90% reduction in hair growth over 6 or more sessions depending on your body, medical history and hormones.","ECG Gel,Razors,ODR Cleansing Milk",60,1800,514,2314,"[{""title"":""Procedure"",""points"":[""Marking: Area is marked with pencil."",""Cleansing  Shaving: Area is cleansed followed by shaving."",""Marking: Area is marked again followed by ECG Gel application."",""Laser Shots: Laser shots are given on the targetted area."",""Wiping  Treatment: Target area is wiped with a wet tissue followed by post laser ointment  sunscreen application.""]},{""title"":""Why Laser Hair Reduction"",""points"":[""80%-90% hair growth reduction over time."",""Reduces skin irritation and allergic reactions associated with traditional hair removal methods."",""Painless hair removal method"",""Long term results in comparision to traditional hair removal methods.""]},{""title"":""Precautions"",""points"":[""If you have a tattoo, cover the area before starting the process."",""Avoid treatment on Vitiligo affected areas."",""In case of metal implants, use gauze or avoid treatment on the area."",""Avoid treatment on henna-stained skin."",""Avoid taking this treatment if you\u0027re pregnant."",""Avoid this treatment if you\u0027re lactating, during the first 6 months."",""Avoid lasers on active acne."",""Avoid laser treatment on birthmarks."",""Avoid laser treatments on areas with moles or warts."",""Avoid laser treatments on deep pigmentation spots."",""Avoid laser treatments in case of heart disease.""]},{""title"":""Post Care"",""points"":[""Wear loose clothes for 3-4 days."",""Avoid direct sun for 3-4 days."",""Use only normal or lukewarm water for 24 hours. "",""Apply a moisturizer twice a day for 2 weeks."",""Avoid alcohol consumption and smoking for 24 hours."",""Avoid steam bath  swimming for 24 hours."",""Avoid scrubbing your skin for a week."",""Use cold compress  fucibet cream in case of redness or itching.""]}]"
Laser Treatments,Laser Hair Reduction,1 Session,Chin and Upper Neck Laser Hair Reduction,Chin and Upper Neck Laser Hair Reduction,,FEMALE,"80%- 90% reduction in hair growth over 6 or more sessions depending on your body, medical history and hormones.","Razors,ODR Cleansing Milk,ECG Gel",60,1800,514,2314,"[{""title"":""Procedure"",""points"":[""Marking: Area is marked with pencil."",""Cleansing  Shaving: Area is cleansed followed by shaving."",""Marking: Area is marked again followed by ECG Gel application."",""Laser Shots: Laser shots are given on the targetted area."",""Wiping  Treatment: Target area is wiped with a wet tissue followed by post laser ointment  sunscreen application.""]},{""title"":""Why Laser Hair Reduction"",""points"":[""80%-90% hair growth reduction over time."",""Reduces skin irritation and allergic reactions associated with traditional hair removal methods."",""Painless hair removal method"",""Long term results in comparision to traditional hair removal methods.""]},{""title"":""Precautions"",""points"":[""If you have a tattoo, cover the area before starting the process."",""Avoid treatment on Vitiligo affected areas."",""In case of metal implants, use gauze or avoid treatment on the area."",""Avoid treatment on henna-stained skin."",""Avoid taking this treatment if you\u0027re pregnant."",""Avoid this treatment if you\u0027re lactating, during the first 6 months."",""Avoid laser treatment on birthmarks."",""Avoid laser treatments on areas with moles or warts."",""Avoid laser treatments on deep pigmentation spots."",""Avoid laser treatments in case of heart disease.""]},{""title"":""Post Care"",""points"":[""Wear loose clothes for 3-4 days."",""Avoid direct sun for 3-4 days."",""Use only normal or lukewarm water for 24 hours. "",""Apply a moisturizer twice a day for 2 weeks."",""Avoid alcohol consumption and smoking for 24 hours."",""Avoid steam bath  swimming for 24 hours."",""Avoid scrubbing your skin for a week."",""Use cold compress  fucibet cream in case of redness or itching.""]}]"
Laser Treatments,Laser Hair Reduction,Super Saver Packages,Upper Face or Lower Face Laser Hair Reduction - 1 Session,Upper Face or Lower Face Laser Hair Reduction,,FEMALE,"80%- 90% reduction in hair growth over 6 or more sessions depending on your body, medical history and hormones.","ODR Cleansing Milk,Razors,ECG Gel",45,1350,514,1864,"[{""title"":""Procedure"",""points"":[""Marking: Area is marked with pencil."",""Cleansing  Shaving: Area is cleansed followed by shaving."",""Marking: Area is marked again followed by ECG Gel application."",""Laser Shots: Laser shots are given on the targetted area."",""Wiping  Treatment: Target area is wiped with a wet tissue followed by post laser ointment  sunscreen application.""]},{""title"":""Why Laser Hair Reduction"",""points"":[""80%-90% hair growth reduction over time."",""Reduces skin irritation and allergic reactions associated with traditional hair removal methods."",""Painless hair removal method"",""Long term results in comparision to traditional hair removal methods.""]},{""title"":""Precautions"",""points"":[""If you have a tattoo, cover the area before starting the process."",""Avoid treatment on Vitiligo affected areas."",""In case of metal implants, use gauze or avoid treatment on the area."",""Avoid treatment on henna-stained skin."",""Avoid taking this treatment if you\u0027re pregnant."",""Avoid this treatment if you\u0027re lactating, during the first 6 months."",""Avoid lasers on active acne."",""Avoid laser treatment on birthmarks."",""Avoid laser treatments on areas with moles or warts."",""Avoid laser treatments on deep pigmentation spots."",""Avoid laser treatments in case of heart disease.""]},{""title"":""Post Care"",""points"":[""Wear loose clothes for 3-4 days."",""Avoid direct sun for 3-4 days."",""Use only normal or lukewarm water for 24 hours. "",""Apply a moisturizer twice a day for 2 weeks."",""Avoid alcohol consumption and smoking for 24 hours."",""Avoid steam bath  swimming for 24 hours."",""Avoid scrubbing your skin for a week."",""Use cold compress  fucibet cream in case of redness or itching.""]}]"
Laser Treatments,Laser Hair Reduction,Super Saver Packages,Sidelocks Laser Hair Reduction - 1 Session,Sidelocks Laser Hair Reduction,,FEMALE,"80%- 90% reduction in hair growth over 6 or more sessions depending on your body, medical history and hormones.","ECG Gel,ODR Cleansing Milk,Razors",30,900,270,1170,"[{""title"":""Procedure"",""points"":[""Marking: Area is marked with pencil."",""Cleansing  Shaving: Area is cleansed followed by shaving."",""Marking: Area is marked again followed by ECG Gel application."",""Laser Shots: Laser shots are given on the targetted area."",""Wiping  Treatment: Target area is wiped with a wet tissue followed by post laser ointment  sunscreen application.""]},{""title"":""Why Laser Hair Reduction"",""points"":[""80%-90% hair growth reduction over time."",""Reduces skin irritation and allergic reactions associated with traditional hair removal methods."",""Painless hair removal method"",""Long term results in comparision to traditional hair removal methods.""]},{""title"":""Precautions"",""points"":[""If you have a tattoo, cover the area before starting the process."",""Avoid treatment on Vitiligo affected areas."",""In case of metal implants, use gauze or avoid treatment on the area."",""Avoid treatment on henna-stained skin."",""Avoid taking this treatment if you\u0027re pregnant."",""Avoid this treatment if you\u0027re lactating, during the first 6 months."",""Avoid lasers on active acne."",""Avoid laser treatment on birthmarks."",""Avoid laser treatments on areas with moles or warts."",""Avoid laser treatments on deep pigmentation spots."",""Avoid laser treatments in case of heart disease.""]},{""title"":""Post Care"",""points"":[""Wear loose clothes for 3-4 days."",""Avoid direct sun for 3-4 days."",""Use only normal or lukewarm water for 24 hours. "",""Apply a moisturizer twice a day for 2 weeks."",""Avoid alcohol consumption and smoking for 24 hours."",""Avoid steam bath  swimming for 24 hours."",""Avoid scrubbing your skin for a week."",""Use cold compress  fucibet cream in case of redness or itching.""]}]"
Laser Treatments,Laser Hair Reduction,Super Saver Packages,Upper Lip and Chin Laser Hair Reduction - 1 Session,Upper Lip and Chin Laser Hair Reduction,,FEMALE,"80%- 90% reduction in hair growth over 6 or more sessions depending on your body, medical history and hormones.","ECG Gel,Razors,ODR Cleansing Milk",30,900,270,1170,"[{""title"":""Procedure"",""points"":[""Marking: Area is marked with pencil."",""Cleansing  Shaving: Area is cleansed followed by shaving."",""Marking: Area is marked again followed by ECG Gel application."",""Laser Shots: Laser shots are given on the targetted area."",""Wiping  Treatment: Target area is wiped with a wet tissue followed by post laser ointment  sunscreen application.""]},{""title"":""Why Laser Hair Reduction"",""points"":[""80%-90% hair growth reduction over time."",""Reduces skin irritation and allergic reactions associated with traditional hair removal methods."",""Painless hair removal method"",""Long term results in comparision to traditional hair removal methods.""]},{""title"":""Precautions"",""points"":[""If you have a tattoo, cover the area before starting the process."",""Avoid treatment on Vitiligo affected areas."",""In case of metal implants, use gauze or avoid treatment on the area."",""Avoid treatment on henna-stained skin."",""Avoid taking this treatment if you\u0027re pregnant."",""Avoid this treatment if you\u0027re lactating, during the first 6 months."",""Avoid lasers on active acne."",""Avoid laser treatment on birthmarks."",""Avoid laser treatments on areas with moles or warts."",""Avoid laser treatments on deep pigmentation spots."",""Avoid laser treatments in case of heart disease.""]},{""title"":""Post Care"",""points"":[""Wear loose clothes for 3-4 days."",""Avoid direct sun for 3-4 days."",""Use only normal or lukewarm water for 24 hours. "",""Apply a moisturizer twice a day for 2 weeks."",""Avoid alcohol consumption and smoking for 24 hours."",""Avoid steam bath  swimming for 24 hours."",""Avoid scrubbing your skin for a week."",""Use cold compress  fucibet cream in case of redness or itching.""]}]"
Laser Treatments,Laser Hair Reduction,Super Saver Packages,Underarms Laser Hair Reduction - 1 Session,Underarms Laser Hair Reduction,,FEMALE,"80%- 90% reduction in hair growth over 6 or more sessions depending on your body, medical history and hormones.","Razors,ECG Gel,ODR Cleansing Milk",30,900,270,1170,"[{""title"":""Procedure"",""points"":[""Marking: Area is marked with pencil."",""Cleansing  Shaving: Area is cleansed followed by shaving."",""Marking: Area is marked again followed by ECG Gel application."",""Laser Shots: Laser shots are given on the targetted area."",""Wiping  Treatment: Target area is wiped with a wet tissue followed by post laser ointment  sunscreen application.""]},{""title"":""Why Laser Hair Reduction"",""points"":[""80%-90% hair growth reduction over time."",""Reduces skin irritation and allergic reactions associated with traditional hair removal methods."",""Painless hair removal method"",""Long term results in comparision to traditional hair removal methods.""]},{""title"":""Precautions"",""points"":[""If you have a tattoo, cover the area before starting the process."",""Avoid treatment on Vitiligo affected areas."",""In case of metal implants, use gauze or avoid treatment on the area."",""Avoid treatment on henna-stained skin."",""Avoid taking this treatment if you\u0027re pregnant."",""Avoid this treatment if you\u0027re lactating, during the first 6 months."",""Avoid lasers on active acne."",""Avoid laser treatment on birthmarks."",""Avoid laser treatments on areas with moles or warts."",""Avoid laser treatments on deep pigmentation spots."",""Avoid laser treatments in case of heart disease.""]},{""title"":""Post Care"",""points"":[""Wear loose clothes for 3-4 days."",""Avoid direct sun for 3-4 days."",""Use only normal or lukewarm water for 24 hours. "",""Apply a moisturizer twice a day for 2 weeks."",""Avoid alcohol consumption and smoking for 24 hours."",""Avoid steam bath  swimming for 24 hours."",""Avoid scrubbing your skin for a week."",""Use cold compress  fucibet cream in case of redness or itching.""]}]"
